,Semiconductor,isPartial
2012-09-05,57.82,False
2012-09-06,52.51,False
2012-09-07,54.87,False
2012-09-08,28.91,False
2012-09-09,30.68,False
2012-09-10,53.69,False
2012-09-11,59.0,False
2012-09-12,53.69,False
2012-09-13,50.74,False
2012-09-14,45.43,False
2012-09-15,33.63,False
2012-09-16,30.68,False
2012-09-17,48.97,False
2012-09-18,51.33,False
2012-09-19,46.02,False
2012-09-20,50.74,False
2012-09-21,48.97,False
2012-09-22,29.5,False
2012-09-23,27.14,False
2012-09-24,59.0,False
2012-09-25,51.92,False
2012-09-26,56.64,False
2012-09-27,53.69,False
2012-09-28,47.79,False
2012-09-29,28.91,False
2012-09-30,28.91,False
2012-10-01,50.96,False
2012-10-02,56.0,False
2012-10-03,53.76,False
2012-10-04,51.52,False
2012-10-05,50.4,False
2012-10-06,27.44,False
2012-10-07,28.0,False
2012-10-08,48.16,False
2012-10-09,53.2,False
2012-10-10,53.2,False
2012-10-11,49.84,False
2012-10-12,48.16,False
2012-10-13,26.32,False
2012-10-14,28.0,False
2012-10-15,48.72,False
2012-10-16,53.2,False
2012-10-17,48.16,False
2012-10-18,52.64,False
2012-10-19,47.04,False
2012-10-20,31.92,False
2012-10-21,30.24,False
2012-10-22,48.72,False
2012-10-23,48.16,False
2012-10-24,48.16,False
2012-10-25,40.88,False
2012-10-26,47.04,False
2012-10-27,28.0,False
2012-10-28,28.0,False
2012-10-29,48.16,False
2012-10-30,49.28,False
2012-10-31,47.6,False
2012-11-01,48.76,False
2012-11-02,46.11,False
2012-11-03,27.56,False
2012-11-04,32.86,False
2012-11-05,50.88,False
2012-11-06,51.94,False
2012-11-07,51.94,False
2012-11-08,49.29,False
2012-11-09,52.47,False
2012-11-10,24.91,False
2012-11-11,29.15,False
2012-11-12,51.41,False
2012-11-13,44.52,False
2012-11-14,48.76,False
2012-11-15,47.17,False
2012-11-16,44.52,False
2012-11-17,30.21,False
2012-11-18,24.91,False
2012-11-19,44.52,False
2012-11-20,46.64,False
2012-11-21,44.52,False
2012-11-22,40.28,False
2012-11-23,32.86,False
2012-11-24,28.09,False
2012-11-25,28.62,False
2012-11-26,46.11,False
2012-11-27,49.82,False
2012-11-28,47.17,False
2012-11-29,53.0,False
2012-11-30,50.35,False
2012-12-01,29.5,False
2012-12-02,30.5,False
2012-12-03,50.0,False
2012-12-04,48.5,False
2012-12-05,45.5,False
2012-12-06,49.5,False
2012-12-07,45.5,False
2012-12-08,29.5,False
2012-12-09,25.0,False
2012-12-10,48.0,False
2012-12-11,47.5,False
2012-12-12,45.5,False
2012-12-13,47.5,False
2012-12-14,45.0,False
2012-12-15,30.5,False
2012-12-16,24.0,False
2012-12-17,46.5,False
2012-12-18,48.5,False
2012-12-19,44.5,False
2012-12-20,39.5,False
2012-12-21,38.0,False
2012-12-22,22.5,False
2012-12-23,18.0,False
2012-12-24,26.5,False
2012-12-25,28.0,False
2012-12-26,30.5,False
2012-12-27,39.5,False
2012-12-28,32.5,False
2012-12-29,26.0,False
2012-12-30,24.5,False
2012-12-31,29.5,False
2013-01-01,27.03,False
2013-01-02,40.81,False
2013-01-03,41.34,False
2013-01-04,41.87,False
2013-01-05,25.97,False
2013-01-06,27.56,False
2013-01-07,45.58,False
2013-01-08,47.7,False
2013-01-09,44.52,False
2013-01-10,52.47,False
2013-01-11,42.93,False
2013-01-12,28.62,False
2013-01-13,27.03,False
2013-01-14,41.87,False
2013-01-15,50.35,False
2013-01-16,48.76,False
2013-01-17,51.41,False
2013-01-18,39.22,False
2013-01-19,28.09,False
2013-01-20,25.97,False
2013-01-21,43.99,False
2013-01-22,48.76,False
2013-01-23,48.23,False
2013-01-24,48.23,False
2013-01-25,46.11,False
2013-01-26,29.15,False
2013-01-27,29.15,False
2013-01-28,45.05,False
2013-01-29,52.47,False
2013-01-30,53.0,False
2013-01-31,48.76,False
2013-02-01,35.91,False
2013-02-02,22.23,False
2013-02-03,16.53,False
2013-02-04,37.62,False
2013-02-05,39.9,False
2013-02-06,57.0,False
2013-02-07,46.74,False
2013-02-08,37.62,False
2013-02-09,22.23,False
2013-02-10,25.65,False
2013-02-11,37.05,False
2013-02-12,38.76,False
2013-02-13,33.06,False
2013-02-14,35.91,False
2013-02-15,34.2,False
2013-02-16,22.23,False
2013-02-17,23.37,False
2013-02-18,35.91,False
2013-02-19,39.9,False
2013-02-20,39.33,False
2013-02-21,37.62,False
2013-02-22,35.91,False
2013-02-23,20.52,False
2013-02-24,20.52,False
2013-02-25,37.62,False
2013-02-26,37.62,False
2013-02-27,38.19,False
2013-02-28,37.05,False
2013-03-01,44.46,False
2013-03-02,30.78,False
2013-03-03,30.78,False
2013-03-04,53.01,False
2013-03-05,57.0,False
2013-03-06,47.31,False
2013-03-07,49.59,False
2013-03-08,42.75,False
2013-03-09,26.79,False
2013-03-10,25.08,False
2013-03-11,49.02,False
2013-03-12,56.43,False
2013-03-13,50.73,False
2013-03-14,53.58,False
2013-03-15,50.73,False
2013-03-16,26.22,False
2013-03-17,25.08,False
2013-03-18,51.87,False
2013-03-19,51.87,False
2013-03-20,50.16,False
2013-03-21,50.73,False
2013-03-22,42.18,False
2013-03-23,23.94,False
2013-03-24,28.5,False
2013-03-25,45.03,False
2013-03-26,46.74,False
2013-03-27,44.46,False
2013-03-28,43.32,False
2013-03-29,33.06,False
2013-03-30,27.93,False
2013-03-31,25.08,False
2013-04-01,42.12,False
2013-04-02,45.36,False
2013-04-03,44.28,False
2013-04-04,46.44,False
2013-04-05,39.42,False
2013-04-06,21.06,False
2013-04-07,26.46,False
2013-04-08,43.74,False
2013-04-09,48.6,False
2013-04-10,46.98,False
2013-04-11,44.82,False
2013-04-12,43.2,False
2013-04-13,24.3,False
2013-04-14,25.38,False
2013-04-15,46.98,False
2013-04-16,54.0,False
2013-04-17,45.9,False
2013-04-18,48.6,False
2013-04-19,46.44,False
2013-04-20,24.3,False
2013-04-21,27.54,False
2013-04-22,46.44,False
2013-04-23,50.22,False
2013-04-24,49.14,False
2013-04-25,44.28,False
2013-04-26,44.82,False
2013-04-27,24.3,False
2013-04-28,25.92,False
2013-04-29,42.66,False
2013-04-30,45.36,False
2013-05-01,38.25,False
2013-05-02,45.39,False
2013-05-03,44.37,False
2013-05-04,24.99,False
2013-05-05,27.03,False
2013-05-06,44.88,False
2013-05-07,51.0,False
2013-05-08,49.47,False
2013-05-09,43.86,False
2013-05-10,39.27,False
2013-05-11,24.99,False
2013-05-12,23.97,False
2013-05-13,41.31,False
2013-05-14,47.43,False
2013-05-15,46.92,False
2013-05-16,41.82,False
2013-05-17,40.8,False
2013-05-18,20.4,False
2013-05-19,28.56,False
2013-05-20,42.84,False
2013-05-21,43.86,False
2013-05-22,41.82,False
2013-05-23,47.43,False
2013-05-24,34.17,False
2013-05-25,21.93,False
2013-05-26,28.56,False
2013-05-27,36.21,False
2013-05-28,41.82,False
2013-05-29,42.33,False
2013-05-30,43.35,False
2013-05-31,40.8,False
2013-06-01,20.68,False
2013-06-02,23.32,False
2013-06-03,35.2,False
2013-06-04,44.0,False
2013-06-05,38.72,False
2013-06-06,36.96,False
2013-06-07,34.32,False
2013-06-08,21.12,False
2013-06-09,20.68,False
2013-06-10,38.72,False
2013-06-11,39.6,False
2013-06-12,41.8,False
2013-06-13,39.6,False
2013-06-14,39.16,False
2013-06-15,17.16,False
2013-06-16,18.92,False
2013-06-17,39.16,False
2013-06-18,39.6,False
2013-06-19,37.84,False
2013-06-20,40.04,False
2013-06-21,31.24,False
2013-06-22,21.12,False
2013-06-23,20.68,False
2013-06-24,37.84,False
2013-06-25,37.4,False
2013-06-26,37.84,False
2013-06-27,36.52,False
2013-06-28,30.8,False
2013-06-29,19.36,False
2013-06-30,19.36,False
2013-07-01,39.84,False
2013-07-02,46.08,False
2013-07-03,45.12,False
2013-07-04,30.24,False
2013-07-05,31.68,False
2013-07-06,22.56,False
2013-07-07,25.44,False
2013-07-08,42.24,False
2013-07-09,40.32,False
2013-07-10,41.76,False
2013-07-11,41.28,False
2013-07-12,43.2,False
2013-07-13,24.0,False
2013-07-14,20.64,False
2013-07-15,41.28,False
2013-07-16,44.64,False
2013-07-17,37.92,False
2013-07-18,42.72,False
2013-07-19,42.72,False
2013-07-20,21.12,False
2013-07-21,23.04,False
2013-07-22,45.6,False
2013-07-23,39.84,False
2013-07-24,48.0,False
2013-07-25,41.76,False
2013-07-26,35.04,False
2013-07-27,23.04,False
2013-07-28,26.4,False
2013-07-29,43.68,False
2013-07-30,45.6,False
2013-07-31,41.76,False
2013-08-01,47.0,False
2013-08-02,45.59,False
2013-08-03,23.5,False
2013-08-04,21.62,False
2013-08-05,39.48,False
2013-08-06,40.42,False
2013-08-07,44.65,False
2013-08-08,36.66,False
2013-08-09,33.84,False
2013-08-10,23.03,False
2013-08-11,25.85,False
2013-08-12,37.13,False
2013-08-13,40.89,False
2013-08-14,40.89,False
2013-08-15,38.07,False
2013-08-16,37.13,False
2013-08-17,24.44,False
2013-08-18,22.56,False
2013-08-19,39.48,False
2013-08-20,40.42,False
2013-08-21,40.89,False
2013-08-22,38.07,False
2013-08-23,39.01,False
2013-08-24,23.5,False
2013-08-25,23.03,False
2013-08-26,41.36,False
2013-08-27,43.24,False
2013-08-28,39.48,False
2013-08-29,44.65,False
2013-08-30,36.66,False
2013-08-31,20.21,False
2013-09-01,22.08,False
2013-09-02,33.12,False
2013-09-03,43.68,False
2013-09-04,39.84,False
2013-09-05,41.76,False
2013-09-06,42.24,False
2013-09-07,20.16,False
2013-09-08,22.56,False
2013-09-09,41.28,False
2013-09-10,46.56,False
2013-09-11,42.72,False
2013-09-12,48.0,False
2013-09-13,39.84,False
2013-09-14,21.6,False
2013-09-15,25.44,False
2013-09-16,37.44,False
2013-09-17,44.64,False
2013-09-18,42.24,False
2013-09-19,40.8,False
2013-09-20,36.48,False
2013-09-21,20.64,False
2013-09-22,24.48,False
2013-09-23,38.4,False
2013-09-24,47.52,False
2013-09-25,43.68,False
2013-09-26,43.68,False
2013-09-27,44.64,False
2013-09-28,28.32,False
2013-09-29,24.96,False
2013-09-30,41.28,False
2013-10-01,44.37,False
2013-10-02,43.86,False
2013-10-03,41.82,False
2013-10-04,40.8,False
2013-10-05,27.54,False
2013-10-06,23.97,False
2013-10-07,43.86,False
2013-10-08,51.0,False
2013-10-09,45.39,False
2013-10-10,42.84,False
2013-10-11,38.76,False
2013-10-12,24.48,False
2013-10-13,24.99,False
2013-10-14,38.76,False
2013-10-15,41.82,False
2013-10-16,44.88,False
2013-10-17,44.37,False
2013-10-18,39.78,False
2013-10-19,23.97,False
2013-10-20,26.01,False
2013-10-21,47.43,False
2013-10-22,44.88,False
2013-10-23,44.88,False
2013-10-24,48.45,False
2013-10-25,41.31,False
2013-10-26,26.52,False
2013-10-27,25.5,False
2013-10-28,41.31,False
2013-10-29,47.94,False
2013-10-30,46.41,False
2013-10-31,41.82,False
2013-11-01,36.0,False
2013-11-02,20.5,False
2013-11-03,21.5,False
2013-11-04,45.5,False
2013-11-05,40.0,False
2013-11-06,50.0,False
2013-11-07,46.0,False
2013-11-08,43.5,False
2013-11-09,24.0,False
2013-11-10,24.5,False
2013-11-11,43.5,False
2013-11-12,45.5,False
2013-11-13,48.5,False
2013-11-14,44.0,False
2013-11-15,45.0,False
2013-11-16,26.5,False
2013-11-17,30.0,False
2013-11-18,45.5,False
2013-11-19,46.0,False
2013-11-20,46.0,False
2013-11-21,50.0,False
2013-11-22,43.0,False
2013-11-23,23.5,False
2013-11-24,26.0,False
2013-11-25,43.5,False
2013-11-26,43.5,False
2013-11-27,42.0,False
2013-11-28,38.5,False
2013-11-29,31.5,False
2013-11-30,22.5,False
2013-12-01,21.12,False
2013-12-02,37.4,False
2013-12-03,43.12,False
2013-12-04,44.0,False
2013-12-05,43.56,False
2013-12-06,39.6,False
2013-12-07,23.76,False
2013-12-08,23.32,False
2013-12-09,39.16,False
2013-12-10,40.04,False
2013-12-11,44.0,False
2013-12-12,38.72,False
2013-12-13,33.0,False
2013-12-14,20.24,False
2013-12-15,24.2,False
2013-12-16,40.04,False
2013-12-17,40.04,False
2013-12-18,43.56,False
2013-12-19,37.84,False
2013-12-20,31.24,False
2013-12-21,20.24,False
2013-12-22,17.6,False
2013-12-23,29.92,False
2013-12-24,27.28,False
2013-12-25,21.56,False
2013-12-26,26.84,False
2013-12-27,27.72,False
2013-12-28,21.12,False
2013-12-29,18.04,False
2013-12-30,29.92,False
2013-12-31,24.2,False
2014-01-01,20.64,False
2014-01-02,35.04,False
2014-01-03,34.56,False
2014-01-04,21.6,False
2014-01-05,22.56,False
2014-01-06,36.48,False
2014-01-07,47.52,False
2014-01-08,48.0,False
2014-01-09,45.12,False
2014-01-10,35.52,False
2014-01-11,23.04,False
2014-01-12,24.0,False
2014-01-13,43.68,False
2014-01-14,41.76,False
2014-01-15,43.2,False
2014-01-16,45.12,False
2014-01-17,38.88,False
2014-01-18,24.96,False
2014-01-19,25.92,False
2014-01-20,38.88,False
2014-01-21,46.08,False
2014-01-22,47.04,False
2014-01-23,47.04,False
2014-01-24,44.16,False
2014-01-25,24.48,False
2014-01-26,27.84,False
2014-01-27,42.72,False
2014-01-28,44.64,False
2014-01-29,40.8,False
2014-01-30,37.92,False
2014-01-31,39.36,False
2014-02-01,24.44,False
2014-02-02,22.36,False
2014-02-03,40.04,False
2014-02-04,45.24,False
2014-02-05,43.16,False
2014-02-06,35.36,False
2014-02-07,48.88,False
2014-02-08,26.0,False
2014-02-09,25.48,False
2014-02-10,43.68,False
2014-02-11,50.96,False
2014-02-12,46.8,False
2014-02-13,45.24,False
2014-02-14,43.68,False
2014-02-15,24.44,False
2014-02-16,28.08,False
2014-02-17,43.68,False
2014-02-18,47.32,False
2014-02-19,52.0,False
2014-02-20,46.28,False
2014-02-21,39.52,False
2014-02-22,28.6,False
2014-02-23,24.44,False
2014-02-24,49.92,False
2014-02-25,48.36,False
2014-02-26,45.76,False
2014-02-27,45.76,False
2014-02-28,39.0,False
2014-03-01,14.49,False
2014-03-02,15.87,False
2014-03-03,28.29,False
2014-03-04,32.43,False
2014-03-05,27.6,False
2014-03-06,29.67,False
2014-03-07,26.91,False
2014-03-08,23.46,False
2014-03-09,69.0,False
2014-03-10,48.3,False
2014-03-11,37.26,False
2014-03-12,40.02,False
2014-03-13,37.26,False
2014-03-14,35.88,False
2014-03-15,32.43,False
2014-03-16,28.29,False
2014-03-17,37.95,False
2014-03-18,37.95,False
2014-03-19,36.57,False
2014-03-20,33.12,False
2014-03-21,27.6,False
2014-03-22,19.32,False
2014-03-23,18.63,False
2014-03-24,32.43,False
2014-03-25,38.64,False
2014-03-26,38.64,False
2014-03-27,37.26,False
2014-03-28,32.43,False
2014-03-29,19.32,False
2014-03-30,20.7,False
2014-03-31,34.5,False
2014-04-01,52.08,False
2014-04-02,56.0,False
2014-04-03,52.08,False
2014-04-04,44.24,False
2014-04-05,28.0,False
2014-04-06,29.12,False
2014-04-07,43.12,False
2014-04-08,46.48,False
2014-04-09,45.36,False
2014-04-10,47.6,False
2014-04-11,44.24,False
2014-04-12,28.0,False
2014-04-13,24.08,False
2014-04-14,42.0,False
2014-04-15,42.56,False
2014-04-16,39.76,False
2014-04-17,38.64,False
2014-04-18,33.04,False
2014-04-19,20.16,False
2014-04-20,24.64,False
2014-04-21,36.96,False
2014-04-22,43.68,False
2014-04-23,43.12,False
2014-04-24,47.04,False
2014-04-25,43.12,False
2014-04-26,25.2,False
2014-04-27,25.2,False
2014-04-28,42.0,False
2014-04-29,38.08,False
2014-04-30,40.88,False
2014-05-01,33.12,False
2014-05-02,36.0,False
2014-05-03,22.08,False
2014-05-04,25.92,False
2014-05-05,43.68,False
2014-05-06,45.6,False
2014-05-07,45.6,False
2014-05-08,42.72,False
2014-05-09,40.32,False
2014-05-10,23.04,False
2014-05-11,26.88,False
2014-05-12,42.72,False
2014-05-13,43.2,False
2014-05-14,42.24,False
2014-05-15,44.64,False
2014-05-16,36.96,False
2014-05-17,22.56,False
2014-05-18,22.56,False
2014-05-19,38.4,False
2014-05-20,48.0,False
2014-05-21,44.16,False
2014-05-22,46.08,False
2014-05-23,39.36,False
2014-05-24,26.4,False
2014-05-25,23.04,False
2014-05-26,32.16,False
2014-05-27,42.24,False
2014-05-28,40.8,False
2014-05-29,41.76,False
2014-05-30,40.32,False
2014-05-31,23.52,False
2014-06-01,25.76,False
2014-06-02,39.56,False
2014-06-03,41.4,False
2014-06-04,40.48,False
2014-06-05,40.02,False
2014-06-06,41.4,False
2014-06-07,19.78,False
2014-06-08,22.54,False
2014-06-09,40.02,False
2014-06-10,45.08,False
2014-06-11,46.0,False
2014-06-12,43.7,False
2014-06-13,34.04,False
2014-06-14,22.54,False
2014-06-15,22.08,False
2014-06-16,34.5,False
2014-06-17,42.78,False
2014-06-18,40.48,False
2014-06-19,35.88,False
2014-06-20,35.42,False
2014-06-21,22.08,False
2014-06-22,23.92,False
2014-06-23,39.1,False
2014-06-24,36.34,False
2014-06-25,39.56,False
2014-06-26,38.18,False
2014-06-27,32.66,False
2014-06-28,20.7,False
2014-06-29,20.7,False
2014-06-30,33.58,False
2014-07-01,36.08,False
2014-07-02,39.6,False
2014-07-03,35.2,False
2014-07-04,31.24,False
2014-07-05,20.24,False
2014-07-06,20.24,False
2014-07-07,34.32,False
2014-07-08,34.76,False
2014-07-09,36.96,False
2014-07-10,36.96,False
2014-07-11,35.64,False
2014-07-12,20.24,False
2014-07-13,22.88,False
2014-07-14,39.16,False
2014-07-15,39.16,False
2014-07-16,44.0,False
2014-07-17,38.72,False
2014-07-18,37.4,False
2014-07-19,23.76,False
2014-07-20,20.24,False
2014-07-21,37.4,False
2014-07-22,43.12,False
2014-07-23,36.52,False
2014-07-24,37.4,False
2014-07-25,31.24,False
2014-07-26,19.8,False
2014-07-27,22.88,False
2014-07-28,31.68,False
2014-07-29,37.4,False
2014-07-30,38.28,False
2014-07-31,35.64,False
2014-08-01,41.4,False
2014-08-02,17.94,False
2014-08-03,16.56,False
2014-08-04,34.96,False
2014-08-05,40.02,False
2014-08-06,42.32,False
2014-08-07,36.34,False
2014-08-08,33.58,False
2014-08-09,22.08,False
2014-08-10,23.0,False
2014-08-11,40.94,False
2014-08-12,38.18,False
2014-08-13,41.86,False
2014-08-14,37.72,False
2014-08-15,33.12,False
2014-08-16,20.7,False
2014-08-17,23.0,False
2014-08-18,38.18,False
2014-08-19,40.02,False
2014-08-20,41.4,False
2014-08-21,41.86,False
2014-08-22,41.4,False
2014-08-23,18.86,False
2014-08-24,23.92,False
2014-08-25,44.16,False
2014-08-26,45.08,False
2014-08-27,46.0,False
2014-08-28,40.48,False
2014-08-29,36.8,False
2014-08-30,22.08,False
2014-08-31,25.3,False
2014-09-01,34.0,False
2014-09-02,48.5,False
2014-09-03,48.5,False
2014-09-04,40.5,False
2014-09-05,40.5,False
2014-09-06,22.0,False
2014-09-07,25.0,False
2014-09-08,38.5,False
2014-09-09,43.5,False
2014-09-10,47.5,False
2014-09-11,46.0,False
2014-09-12,44.0,False
2014-09-13,25.0,False
2014-09-14,25.0,False
2014-09-15,41.5,False
2014-09-16,43.0,False
2014-09-17,50.0,False
2014-09-18,43.0,False
2014-09-19,42.0,False
2014-09-20,24.0,False
2014-09-21,28.5,False
2014-09-22,46.5,False
2014-09-23,45.0,False
2014-09-24,46.5,False
2014-09-25,45.0,False
2014-09-26,43.5,False
2014-09-27,23.0,False
2014-09-28,23.0,False
2014-09-29,40.5,False
2014-09-30,43.0,False
2014-10-01,39.95,False
2014-10-02,36.66,False
2014-10-03,30.55,False
2014-10-04,21.15,False
2014-10-05,24.44,False
2014-10-06,35.72,False
2014-10-07,44.65,False
2014-10-08,43.24,False
2014-10-09,39.95,False
2014-10-10,47.0,False
2014-10-11,24.91,False
2014-10-12,27.73,False
2014-10-13,45.12,False
2014-10-14,42.3,False
2014-10-15,43.71,False
2014-10-16,45.12,False
2014-10-17,40.42,False
2014-10-18,25.38,False
2014-10-19,23.5,False
2014-10-20,41.36,False
2014-10-21,39.01,False
2014-10-22,35.25,False
2014-10-23,38.07,False
2014-10-24,35.25,False
2014-10-25,19.27,False
2014-10-26,23.97,False
2014-10-27,43.71,False
2014-10-28,40.89,False
2014-10-29,44.18,False
2014-10-30,45.59,False
2014-10-31,38.07,False
2014-11-01,20.68,False
2014-11-02,25.38,False
2014-11-03,40.89,False
2014-11-04,43.24,False
2014-11-05,43.71,False
2014-11-06,45.59,False
2014-11-07,40.42,False
2014-11-08,23.5,False
2014-11-09,24.44,False
2014-11-10,47.0,False
2014-11-11,40.42,False
2014-11-12,43.71,False
2014-11-13,43.71,False
2014-11-14,38.07,False
2014-11-15,25.38,False
2014-11-16,24.44,False
2014-11-17,41.83,False
2014-11-18,43.71,False
2014-11-19,44.18,False
2014-11-20,39.95,False
2014-11-21,39.48,False
2014-11-22,22.56,False
2014-11-23,24.91,False
2014-11-24,42.77,False
2014-11-25,44.18,False
2014-11-26,39.95,False
2014-11-27,32.9,False
2014-11-28,30.55,False
2014-11-29,23.97,False
2014-11-30,22.56,False
2014-12-01,38.27,False
2014-12-02,41.71,False
2014-12-03,36.98,False
2014-12-04,43.0,False
2014-12-05,37.41,False
2014-12-06,20.64,False
2014-12-07,20.21,False
2014-12-08,37.84,False
2014-12-09,40.85,False
